departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov
PASCO,PASCO,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,19,378,331,87.566,53851
PIURA,AYABACA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,4619,385,86,22.338,8559
PIURA,AYABACA,,VOTOS EN BLANCO,2835,385,86,22.338,8559
PIURA,AYABACA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1090,385,86,22.338,8559
PIURA,AYABACA,,VOTOS NULOS,874,385,86,22.338,8559
PIURA,AYABACA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,540,385,86,22.338,8559
PIURA,AYABACA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,453,385,86,22.338,8559
PIURA,AYABACA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,290,385,86,22.338,8559
PIURA,AYABACA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,170,385,86,22.338,8559
PIURA,AYABACA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,151,385,86,22.338,8559
PIURA,AYABACA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,142,385,86,22.338,8559
PIURA,AYABACA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,141,385,86,22.338,8559
PIURA,AYABACA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,131,385,86,22.338,8559
PIURA,AYABACA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,101,385,86,22.338,8559
PIURA,AYABACA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,77,385,86,22.338,8559
PIURA,AYABACA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",74,385,86,22.338,8559
PIURA,AYABACA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,73,385,86,22.338,8559
PIURA,AYABACA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,62,385,86,22.338,8559
PIURA,AYABACA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,46,385,86,22.338,8559
PIURA,AYABACA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,36,385,86,22.338,8559
PIURA,AYABACA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,36,385,86,22.338,8559
PIURA,AYABACA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,36,385,86,22.338,8559
PIURA,AYABACA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,36,385,86,22.338,8559
PIURA,AYABACA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,32,385,86,22.338,8559
PIURA,AYABACA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,30,385,86,22.338,8559
PIURA,AYABACA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,30,385,86,22.338,8559
PIURA,AYABACA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,27,385,86,22.338,8559
PIURA,AYABACA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,22,385,86,22.338,8559
PIURA,AYABACA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,21,385,86,22.338,8559
PIURA,AYABACA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,19,385,86,22.338,8559
PIURA,AYABACA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,13,385,86,22.338,8559
PIURA,AYABACA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,12,385,86,22.338,8559
PIURA,AYABACA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,11,385,86,22.338,8559
PIURA,AYABACA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,11,385,86,22.338,8559
PIURA,AYABACA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,7,385,86,22.338,8559
PIURA,AYABACA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,7,385,86,22.338,8559
PIURA,AYABACA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,5,385,86,22.338,8559
PIURA,AYABACA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,5,385,86,22.338,8559
PIURA,AYABACA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,3,385,86,22.338,8559
PIURA,HUANCABAMBA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,2713,356,43,12.079,5136
PIURA,HUANCABAMBA,,VOTOS EN BLANCO,1470,356,43,12.079,5136
PIURA,HUANCABAMBA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,826,356,43,12.079,5136
PIURA,HUANCABAMBA,,VOTOS NULOS,586,356,43,12.079,5136
PIURA,HUANCABAMBA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,321,356,43,12.079,5136
PIURA,HUANCABAMBA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,203,356,43,12.079,5136
PIURA,HUANCABAMBA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,139,356,43,12.079,5136
PIURA,HUANCABAMBA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,116,356,43,12.079,5136
PIURA,HUANCABAMBA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,89,356,43,12.079,5136
PIURA,HUANCABAMBA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,87,356,43,12.079,5136
PIURA,HUANCABAMBA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,75,356,43,12.079,5136
PIURA,HUANCABAMBA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,59,356,43,12.079,5136
PIURA,HUANCABAMBA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,59,356,43,12.079,5136
PIURA,HUANCABAMBA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,49,356,43,12.079,5136
PIURA,HUANCABAMBA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,47,356,43,12.079,5136
PIURA,HUANCABAMBA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,42,356,43,12.079,5136
PIURA,HUANCABAMBA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,40,356,43,12.079,5136
PIURA,HUANCABAMBA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,37,356,43,12.079,5136
PIURA,HUANCABAMBA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,31,356,43,12.079,5136
PIURA,HUANCABAMBA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,31,356,43,12.079,5136
PIURA,HUANCABAMBA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,27,356,43,12.079,5136
PIURA,HUANCABAMBA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",25,356,43,12.079,5136
PIURA,HUANCABAMBA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,20,356,43,12.079,5136
PIURA,HUANCABAMBA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,18,356,43,12.079,5136
PIURA,HUANCABAMBA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,11,356,43,12.079,5136
PIURA,HUANCABAMBA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,11,356,43,12.079,5136
PIURA,HUANCABAMBA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,10,356,43,12.079,5136
PIURA,HUANCABAMBA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,9,356,43,12.079,5136
PIURA,HUANCABAMBA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,9,356,43,12.079,5136
PIURA,HUANCABAMBA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,8,356,43,12.079,5136
PIURA,HUANCABAMBA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,6,356,43,12.079,5136
PIURA,HUANCABAMBA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,4,356,43,12.079,5136
PIURA,HUANCABAMBA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,4,356,43,12.079,5136
PIURA,HUANCABAMBA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,3,356,43,12.079,5136
PIURA,HUANCABAMBA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3,356,43,12.079,5136
PIURA,HUANCABAMBA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,2,356,43,12.079,5136
PIURA,HUANCABAMBA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,1,356,43,12.079,5136
PIURA,HUANCABAMBA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1,356,43,12.079,5136
PIURA,MORROPÓN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,20262,503,336,66.799,53248
PIURA,MORROPÓN,,VOTOS EN BLANCO,14838,503,336,66.799,53248
PIURA,MORROPÓN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,4938,503,336,66.799,53248
PIURA,MORROPÓN,,VOTOS NULOS,4892,503,336,66.799,53248
PIURA,MORROPÓN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,4072,503,336,66.799,53248
PIURA,MORROPÓN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,3839,503,336,66.799,53248
PIURA,MORROPÓN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,3319,503,336,66.799,53248
PIURA,MORROPÓN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,3150,503,336,66.799,53248
PIURA,MORROPÓN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,2185,503,336,66.799,53248
PIURA,MORROPÓN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1406,503,336,66.799,53248
PIURA,MORROPÓN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1094,503,336,66.799,53248
PIURA,MORROPÓN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1023,503,336,66.799,53248
PIURA,MORROPÓN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,1014,503,336,66.799,53248
PIURA,MORROPÓN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1006,503,336,66.799,53248
PIURA,MORROPÓN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,986,503,336,66.799,53248
PIURA,MORROPÓN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,679,503,336,66.799,53248
PIURA,MORROPÓN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,638,503,336,66.799,53248
PIURA,MORROPÓN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,622,503,336,66.799,53248
PIURA,MORROPÓN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,453,503,336,66.799,53248
PIURA,MORROPÓN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,299,503,336,66.799,53248
PIURA,MORROPÓN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,275,503,336,66.799,53248
PIURA,MORROPÓN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,268,503,336,66.799,53248
PIURA,MORROPÓN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,216,503,336,66.799,53248
PIURA,MORROPÓN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,202,503,336,66.799,53248
PIURA,MORROPÓN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,149,503,336,66.799,53248
PIURA,MORROPÓN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,137,503,336,66.799,53248
PIURA,MORROPÓN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,135,503,336,66.799,53248
PIURA,MORROPÓN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,120,503,336,66.799,53248
PIURA,MORROPÓN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,119,503,336,66.799,53248
PIURA,MORROPÓN,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,112,503,336,66.799,53248
PIURA,MORROPÓN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,102,503,336,66.799,53248
PIURA,MORROPÓN,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,100,503,336,66.799,53248
PIURA,MORROPÓN,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,76,503,336,66.799,53248
PIURA,MORROPÓN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,76,503,336,66.799,53248
PIURA,MORROPÓN,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,69,503,336,66.799,53248
PIURA,MORROPÓN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,44,503,336,66.799,53248
PIURA,MORROPÓN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,35,503,336,66.799,53248
PIURA,MORROPÓN,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,28,503,336,66.799,53248
PIURA,PAITA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,13890,350,297,84.857,52917
PIURA,PAITA,,VOTOS EN BLANCO,10810,350,297,84.857,52917
PIURA,PAITA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,7416,350,297,84.857,52917
PIURA,PAITA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,5723,350,297,84.857,52917
PIURA,PAITA,,VOTOS NULOS,5648,350,297,84.857,52917
PIURA,PAITA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,4773,350,297,84.857,52917
PIURA,PAITA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,3593,350,297,84.857,52917
PIURA,PAITA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,2033,350,297,84.857,52917
PIURA,PAITA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1942,350,297,84.857,52917
PIURA,PAITA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,1800,350,297,84.857,52917
PIURA,PAITA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,1768,350,297,84.857,52917
PIURA,PAITA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",1725,350,297,84.857,52917
PIURA,PAITA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,1066,350,297,84.857,52917
PIURA,PAITA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,1030,350,297,84.857,52917
PIURA,PAITA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,977,350,297,84.857,52917
PIURA,PAITA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,866,350,297,84.857,52917
PIURA,PAITA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,565,350,297,84.857,52917
PIURA,PAITA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,532,350,297,84.857,52917
PIURA,PAITA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,445,350,297,84.857,52917
PIURA,PAITA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,301,350,297,84.857,52917
PIURA,PAITA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,285,350,297,84.857,52917
PIURA,PAITA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,265,350,297,84.857,52917
PIURA,PAITA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,241,350,297,84.857,52917
PIURA,PAITA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,209,350,297,84.857,52917
PIURA,PAITA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,203,350,297,84.857,52917
PIURA,PAITA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,196,350,297,84.857,52917
PIURA,PAITA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,191,350,297,84.857,52917
PIURA,PAITA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,142,350,297,84.857,52917
PIURA,PAITA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,140,350,297,84.857,52917
PIURA,PAITA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,135,350,297,84.857,52917
PIURA,PAITA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,117,350,297,84.857,52917
PIURA,PAITA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,76,350,297,84.857,52917
PIURA,PAITA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,65,350,297,84.857,52917
PIURA,PAITA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,56,350,297,84.857,52917
PIURA,PAITA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,54,350,297,84.857,52917
PIURA,PAITA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,52,350,297,84.857,52917
PIURA,PAITA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,30,350,297,84.857,52917
PIURA,PAITA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,15,350,297,84.857,52917
PIURA,PIURA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,85216,2180,1760,80.734,325508
PIURA,PIURA,,VOTOS EN BLANCO,57426,2180,1760,80.734,325508
PIURA,PIURA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,37024,2180,1760,80.734,325508
PIURA,PIURA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,34454,2180,1760,80.734,325508
PIURA,PIURA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,30619,2180,1760,80.734,325508
PIURA,PIURA,,VOTOS NULOS,27439,2180,1760,80.734,325508
PIURA,PIURA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,25326,2180,1760,80.734,325508
PIURA,PIURA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,22281,2180,1760,80.734,325508
PIURA,PIURA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,16611,2180,1760,80.734,325508
PIURA,PIURA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",14061,2180,1760,80.734,325508
PIURA,PIURA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,10285,2180,1760,80.734,325508
PIURA,PIURA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,6507,2180,1760,80.734,325508
PIURA,PIURA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,5347,2180,1760,80.734,325508
PIURA,PIURA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,5342,2180,1760,80.734,325508
PIURA,PIURA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,4406,2180,1760,80.734,325508
PIURA,PIURA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,4210,2180,1760,80.734,325508
PIURA,PIURA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,3338,2180,1760,80.734,325508
PIURA,PIURA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2126,2180,1760,80.734,325508
PIURA,PIURA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,1939,2180,1760,80.734,325508
PIURA,PIURA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1640,2180,1760,80.734,325508
PIURA,PIURA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1632,2180,1760,80.734,325508
PIURA,PIURA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,1593,2180,1760,80.734,325508
PIURA,PIURA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1546,2180,1760,80.734,325508
PIURA,PIURA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,1441,2180,1760,80.734,325508
PIURA,PIURA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,1251,2180,1760,80.734,325508
PIURA,PIURA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,1217,2180,1760,80.734,325508
PIURA,PIURA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,1091,2180,1760,80.734,325508
PIURA,PIURA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,1038,2180,1760,80.734,325508
PIURA,PIURA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,701,2180,1760,80.734,325508
PIURA,PIURA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,608,2180,1760,80.734,325508
PIURA,PIURA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,545,2180,1760,80.734,325508
PIURA,PIURA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,441,2180,1760,80.734,325508
PIURA,PIURA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,399,2180,1760,80.734,325508
PIURA,PIURA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,393,2180,1760,80.734,325508
PIURA,PIURA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,350,2180,1760,80.734,325508
PIURA,PIURA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,221,2180,1760,80.734,325508
PIURA,PIURA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,203,2180,1760,80.734,325508
PIURA,PIURA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,106,2180,1760,80.734,325508
PIURA,SECHURA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,3555,218,72,33.028,12770
PIURA,SECHURA,,VOTOS EN BLANCO,2570,218,72,33.028,12770
PIURA,SECHURA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1706,218,72,33.028,12770
PIURA,SECHURA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,1393,218,72,33.028,12770
PIURA,SECHURA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,981,218,72,33.028,12770
PIURA,SECHURA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,960,218,72,33.028,12770
PIURA,SECHURA,,VOTOS NULOS,887,218,72,33.028,12770
PIURA,SECHURA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,603,218,72,33.028,12770
PIURA,SECHURA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,474,218,72,33.028,12770
PIURA,SECHURA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,443,218,72,33.028,12770
PIURA,SECHURA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,328,218,72,33.028,12770
PIURA,SECHURA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",325,218,72,33.028,12770
PIURA,SECHURA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,253,218,72,33.028,12770
PIURA,SECHURA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,236,218,72,33.028,12770
PIURA,SECHURA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,223,218,72,33.028,12770
PIURA,SECHURA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,221,218,72,33.028,12770
PIURA,SECHURA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,189,218,72,33.028,12770
