departamento,provincia,candidato,partido,votos,actas_total,actas_procesadas,avance_pct,votos_validos_prov
AMAZONAS,RODRÍGUEZ DE MENDOZA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,192,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,126,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,115,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,102,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,91,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,89,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,58,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,50,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,37,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",37,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,31,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,27,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,24,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,21,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,20,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,19,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,18,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,15,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,12,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,10,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,9,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,9,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,8,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,7,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,6,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,5,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,5,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,4,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,4,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,2,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,2,102,33,32.353,3528
AMAZONAS,RODRÍGUEZ DE MENDOZA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,2,102,33,32.353,3528
AMAZONAS,UTCUBAMBA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,11100,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,,VOTOS EN BLANCO,6199,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,5434,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,3629,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,,VOTOS NULOS,2368,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1293,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,856,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,711,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,682,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,587,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,580,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,429,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,387,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,359,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,345,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,327,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",302,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,253,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,252,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,210,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,206,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,174,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,155,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,121,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,107,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,107,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,92,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,71,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,66,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,59,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,56,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,56,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,48,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,42,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,41,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,29,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,16,339,199,58.702,29195
AMAZONAS,UTCUBAMBA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,13,339,199,58.702,29195
ANCASH,AIJA,,VOTOS EN BLANCO,767,26,26,100.0,3414
ANCASH,AIJA,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,732,26,26,100.0,3414
ANCASH,AIJA,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,639,26,26,100.0,3414
ANCASH,AIJA,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,528,26,26,100.0,3414
ANCASH,AIJA,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,348,26,26,100.0,3414
ANCASH,AIJA,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,312,26,26,100.0,3414
ANCASH,AIJA,,VOTOS NULOS,292,26,26,100.0,3414
ANCASH,AIJA,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,135,26,26,100.0,3414
ANCASH,AIJA,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,104,26,26,100.0,3414
ANCASH,AIJA,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,84,26,26,100.0,3414
ANCASH,AIJA,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",71,26,26,100.0,3414
ANCASH,AIJA,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,66,26,26,100.0,3414
ANCASH,AIJA,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,50,26,26,100.0,3414
ANCASH,AIJA,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,45,26,26,100.0,3414
ANCASH,AIJA,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,39,26,26,100.0,3414
ANCASH,AIJA,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,33,26,26,100.0,3414
ANCASH,AIJA,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,29,26,26,100.0,3414
ANCASH,AIJA,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,26,26,26,100.0,3414
ANCASH,AIJA,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,22,26,26,100.0,3414
ANCASH,AIJA,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,17,26,26,100.0,3414
ANCASH,AIJA,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,17,26,26,100.0,3414
ANCASH,AIJA,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,14,26,26,100.0,3414
ANCASH,AIJA,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,13,26,26,100.0,3414
ANCASH,AIJA,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,12,26,26,100.0,3414
ANCASH,AIJA,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,12,26,26,100.0,3414
ANCASH,AIJA,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,9,26,26,100.0,3414
ANCASH,AIJA,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,8,26,26,100.0,3414
ANCASH,AIJA,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,8,26,26,100.0,3414
ANCASH,AIJA,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,7,26,26,100.0,3414
ANCASH,AIJA,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,6,26,26,100.0,3414
ANCASH,AIJA,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,5,26,26,100.0,3414
ANCASH,AIJA,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,5,26,26,100.0,3414
ANCASH,AIJA,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,4,26,26,100.0,3414
ANCASH,AIJA,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4,26,26,100.0,3414
ANCASH,AIJA,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,3,26,26,100.0,3414
ANCASH,AIJA,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,3,26,26,100.0,3414
ANCASH,AIJA,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3,26,26,100.0,3414
ANCASH,AIJA,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1,26,26,100.0,3414
ANCASH,ANTONIO RAIMONDI,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1583,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,,VOTOS EN BLANCO,1040,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,453,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,338,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,,VOTOS NULOS,300,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,260,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,176,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,135,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,88,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,73,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,48,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,47,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,45,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,42,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,33,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,31,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,31,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",28,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,27,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,22,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,19,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,16,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,16,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,13,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,13,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,10,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,8,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,7,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,6,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,6,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,5,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,4,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,4,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,3,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,3,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,3,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3,46,39,84.783,3601
ANCASH,ANTONIO RAIMONDI,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,2,46,39,84.783,3601
ANCASH,ASUNCIÓN,,VOTOS EN BLANCO,690,23,18,78.261,2242
ANCASH,ASUNCIÓN,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,520,23,18,78.261,2242
ANCASH,ASUNCIÓN,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,411,23,18,78.261,2242
ANCASH,ASUNCIÓN,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,265,23,18,78.261,2242
ANCASH,ASUNCIÓN,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,265,23,18,78.261,2242
ANCASH,ASUNCIÓN,,VOTOS NULOS,248,23,18,78.261,2242
ANCASH,ASUNCIÓN,CARLOS GONSALO ALVAREZ LOAYZA,PARTIDO PAÍS PARA TODOS,156,23,18,78.261,2242
ANCASH,ASUNCIÓN,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,108,23,18,78.261,2242
ANCASH,ASUNCIÓN,RAFAEL BERNARDO LÓPEZ ALIAGA CAZORLA,RENOVACIÓN POPULAR,94,23,18,78.261,2242
ANCASH,ASUNCIÓN,JOSE LEON LUNA GALVEZ,PODEMOS PERÚ,87,23,18,78.261,2242
ANCASH,ASUNCIÓN,RONALD DARWIN ATENCIO SOTOMAYOR,ALIANZA ELECTORAL VENCEREMOS,42,23,18,78.261,2242
ANCASH,ASUNCIÓN,MARIA SOLEDAD PEREZ TELLO,"PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO",33,23,18,78.261,2242
ANCASH,ASUNCIÓN,LUIS FERNANDO OLIVERA VEGA,PARTIDO FRENTE DE LA ESPERANZA 2021,30,23,18,78.261,2242
ANCASH,ASUNCIÓN,CHARLIE CARRASCO SALAZAR,PARTIDO DEMÓCRATA UNIDO PERÚ,28,23,18,78.261,2242
ANCASH,ASUNCIÓN,HERBERT CALLER GUTIERREZ,PARTIDO PATRIÓTICO DEL PERÚ,22,23,18,78.261,2242
ANCASH,ASUNCIÓN,ALEX GONZALES CASTILLO,PARTIDO DEMÓCRATA VERDE,22,23,18,78.261,2242
ANCASH,ASUNCIÓN,ALFONSO CARLOS ESPA Y GARCES-ALVEAR,PARTIDO SICREO,20,23,18,78.261,2242
ANCASH,ASUNCIÓN,CESAR ACUÑA PERALTA,ALIANZA PARA EL PROGRESO,20,23,18,78.261,2242
ANCASH,ASUNCIÓN,VLADIMIR ROY CERRON ROJAS,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,18,23,18,78.261,2242
ANCASH,ASUNCIÓN,YONHY LESCANO ANCIETA,PARTIDO POLÍTICO COOPERACIÓN POPULAR,16,23,18,78.261,2242
ANCASH,ASUNCIÓN,GEORGE PATRICK FORSYTH SOMMER,PARTIDO DEMOCRÁTICO SOMOS PERÚ,12,23,18,78.261,2242
ANCASH,ASUNCIÓN,PITTER ENRIQUE VALDERRAMA PEÑA,PARTIDO APRISTA PERUANO,10,23,18,78.261,2242
ANCASH,ASUNCIÓN,FRANCISCO ERNESTO DIEZ-CANSECO TÁVARA,PARTIDO POLÍTICO PERÚ ACCIÓN,7,23,18,78.261,2242
ANCASH,ASUNCIÓN,MARIO ENRIQUE VIZCARRA CORNEJO,PARTIDO POLÍTICO PERÚ PRIMERO,7,23,18,78.261,2242
ANCASH,ASUNCIÓN,FIORELLA GIANNINA MOLINELLI ARISTONDO,FUERZA Y LIBERTAD,7,23,18,78.261,2242
ANCASH,ASUNCIÓN,MESIAS ANTONIO GUEVARA AMASIFUEN,PARTIDO MORADO,7,23,18,78.261,2242
ANCASH,ASUNCIÓN,PAUL DAVIS JAIMES BLANCO,PROGRESEMOS,6,23,18,78.261,2242
ANCASH,ASUNCIÓN,NAPOLEON BECERRA GARCIA,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,6,23,18,78.261,2242
ANCASH,ASUNCIÓN,WOLFGANG MARIO GROZO COSTA,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,4,23,18,78.261,2242
ANCASH,ASUNCIÓN,ANTONIO ORTIZ VILLANO,SALVEMOS AL PERÚ,4,23,18,78.261,2242
ANCASH,ASUNCIÓN,ARMANDO JOAQUIN MASSE FERNANDEZ,PARTIDO DEMOCRATICO FEDERAL,3,23,18,78.261,2242
ANCASH,ASUNCIÓN,ROBERTO ENRIQUE CHIABRA LEON,UNIDAD NACIONAL,3,23,18,78.261,2242
ANCASH,ASUNCIÓN,ALVARO GONZALO PAZ DE LA BARRA FREIGEIRO,FE EN EL PERÚ,2,23,18,78.261,2242
ANCASH,ASUNCIÓN,RAFAEL JORGE BELAUNDE LLOSA,LIBERTAD POPULAR,2,23,18,78.261,2242
ANCASH,ASUNCIÓN,JOSE DANIEL WILLIAMS ZAPATA,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,2,23,18,78.261,2242
ANCASH,ASUNCIÓN,WALTER GILMER CHIRINOS PURIZAGA,PARTIDO POLÍTICO PRIN,1,23,18,78.261,2242
ANCASH,ASUNCIÓN,ROSARIO DEL PILAR FERNANDEZ BAZAN,UN CAMINO DIFERENTE,1,23,18,78.261,2242
ANCASH,ASUNCIÓN,CARLOS ERNESTO JAICO CARRANZA,PERÚ MODERNO,1,23,18,78.261,2242
ANCASH,BOLOGNESI,,VOTOS EN BLANCO,2240,85,84,98.824,10210
ANCASH,BOLOGNESI,KEIKO SOFIA FUJIMORI HIGUCHI,FUERZA POPULAR,1977,85,84,98.824,10210
ANCASH,BOLOGNESI,ROBERTO HELBERT SANCHEZ PALOMINO,JUNTOS POR EL PERÚ,1806,85,84,98.824,10210
ANCASH,BOLOGNESI,RICARDO PABLO BELMONT CASSINELLI,PARTIDO CÍVICO OBRAS,1321,85,84,98.824,10210
ANCASH,BOLOGNESI,PABLO ALFONSO LOPEZ CHAU NAVA,AHORA NACIÓN - AN,1314,85,84,98.824,10210
ANCASH,BOLOGNESI,,VOTOS NULOS,699,85,84,98.824,10210
ANCASH,BOLOGNESI,JORGE NIETO MONTESINOS,PARTIDO DEL BUEN GOBIERNO,519,85,84,98.824,10210
